date,portfolio_return
2013-01-02,0.018393137846737462
2013-01-03,-0.004930457707379543
2013-01-04,0.0024492244687492892
2013-01-07,-0.003911590082392169
2013-01-08,-0.0049819488634398335
2013-01-09,0.005398767542670102
2013-01-10,0.006842468241841981
2013-01-11,-0.0029380938106763343
2013-01-14,0.0031590047070133576
2013-01-15,-0.0014171666251927562
2013-01-16,-0.0013038458159826405
2013-01-17,0.00748160251008767
2013-01-18,7.779354449155562e-4
2013-01-21,3.7923501624859135e-4
2013-01-22,0.0011229059316073542
2013-01-23,-0.003735632352592111
2013-01-24,-1.8055859749055436e-4
2013-01-25,0.0025755533766054217
2013-01-28,-0.006878252410956187
2013-01-29,0.007634375957816575
2013-01-30,-0.005535838003883242
2013-01-31,5.501980017506014e-4
2013-02-01,0.008580267606173475
2013-02-04,-0.01684978285219041
2013-02-05,0.0041913976510981055
2013-02-06,-0.0019055507513736636
2013-02-07,-0.008207636281840403
2013-02-08,0.005160683782705844
2013-02-11,-0.0023404392197665658
2013-02-12,0.0034711995954799235
2013-02-13,0.0028102316384317483
2013-02-14,-0.0030152132507166307
2013-02-15,-0.0026929426435446935
2013-02-18,2.777422503768001e-4
2013-02-19,0.0067108981110888255
2013-02-20,-0.009817276892269966
2013-02-21,-0.01345314553458099
2013-02-22,0.008102814931741698
2013-02-25,-0.012826817405000912
2013-02-26,0.00434951037946929
2013-02-27,0.011388580645672164
2013-02-28,-0.003054950392553546
2013-03-01,0.0011444866880385707
2013-03-04,-0.0027945993989519913
2013-03-05,0.010611837783266465
2013-03-06,0.004528574657029605
2013-03-07,0.0028968088685978888
2013-03-08,0.006614658155093656
2013-03-11,1.6196648030630811e-4
2013-03-12,-0.004864957244098855
2013-03-13,-0.006547473058239772
2013-03-14,0.0060110295399118385
2013-03-15,-0.0013819800095119517
2013-03-18,-0.00807916600342995
2013-03-19,-0.00724064852544859
2013-03-20,0.006289280486790005
2013-03-21,-0.00801324439227924
2013-03-22,0.004755208255920795
2013-03-25,-0.004865681731469507
2013-03-26,0.007255912945300924
2013-03-27,-1.2133474680331435e-4
2013-03-28,0.002521172988626086
2013-04-01,-0.0074881019849192265
2013-04-02,0.0048947950115947325
2013-04-03,-0.011223478939255127
2013-04-04,-6.081114252842745e-4
2013-04-05,-0.0036425037893527135
2013-04-08,0.003664255276135231
2013-04-09,0.007426879667795205
2013-04-10,0.010814512069069915
2013-04-11,0.0039488546996659935
2013-04-12,-0.010029568724865379
2013-04-15,-0.023334628513170586
2013-04-16,0.016249371007790225
2013-04-17,-0.01570900011654175
2013-04-18,-0.0024233871995857914
2013-04-19,0.009315291459842223
2013-04-22,0.0048569363077350935
2013-04-23,0.011482878639966554
2013-04-24,0.00640819313024843
2013-04-25,0.005755291002373042
2013-04-26,-0.005269519795678912
2013-04-29,0.011072478785656648
2013-04-30,0.007050376155769644
2013-05-01,-0.008448767618154607
2013-05-02,0.007000305408242369
2013-05-03,0.007749280263888547
2013-05-06,-2.0492543221695136e-4
2013-05-07,0.006006711224649575
2013-05-08,0.007649671991994289
2013-05-09,-0.007630049606840328
2013-05-10,-9.379520343475445e-4
2013-05-13,-0.004146523139937908
2013-05-14,0.004914154996818798
2013-05-15,0.0016249019240790474
2013-05-16,-0.0032926670939953384
2013-05-17,0.0029967701164350657
2013-05-20,0.0034453746362244075
2013-05-21,-0.0011716776765857695
2013-05-22,-0.008393551167106383
2013-05-23,-0.008194392329228362
2013-05-24,-0.006744524058292067
2013-05-27,7.645711229034013e-4
2013-05-28,0.003990053749664879
2013-05-29,-0.010183703651200693
2013-05-30,0.0022659367787856155
2013-05-31,-0.01549804099004104
2013-06-03,0.0012812189421713693
2013-06-04,-0.0036229638810127973
2013-06-05,-0.017505936298589875
2013-06-06,0.0012204335386873932
2013-06-07,0.0031483335584050476
2013-06-10,-0.006457276144098967
2013-06-11,-0.016010083752333593
2013-06-12,-0.0030007201471928813
2013-06-13,0.014534974312030435
2013-06-14,-0.007327365224104931
2013-06-17,0.00707614584858729
2013-06-18,0.0032030945296044333
2013-06-19,-0.02197797816549396
2013-06-20,-0.03956949569077073
2013-06-21,0.006379855005037349
2013-06-24,-0.01787132336382169
2013-06-25,0.013854812070339229
2013-06-26,0.012436538252494245
2013-06-27,0.015496830065190093
2013-06-28,5.299246562771032e-4
2013-07-01,0.005355790925937187
2013-07-02,-0.009944915153400125
2013-07-03,-0.0065738052781663114
2013-07-04,0.0022912962216494748
2013-07-05,-0.0036573951292698803
2013-07-08,0.0037359153744798146
2013-07-09,0.008913519769470746
2013-07-10,-0.0035298586992295045
2013-07-11,0.027707263323697662
2013-07-12,-0.006653148038864742
2013-07-15,0.010235271298863147
2013-07-16,-3.1132989983106985e-4
2013-07-17,0.007363333784290438
2013-07-18,0.0017260756270500721
2013-07-19,-0.0017313603140890477
2013-07-22,0.006461827441407886
2013-07-23,0.004610433094014654
2013-07-24,-0.00615464949688771
2013-07-25,0.003096632663525112
2013-07-26,-0.0022817733533221363
2013-07-29,-0.00838897943729533
2013-07-30,-0.002318178889549327
2013-07-31,-0.0019447530944498581
2013-08-01,0.014018937101278883
2013-08-02,0.003715079749501138
2013-08-05,-0.004652521077315286
2013-08-06,-0.006394478624995981
2013-08-07,-0.006983779039166027
2013-08-08,0.01617287785017618
2013-08-09,0.002908819770567783
2013-08-12,0.003097823473465988
2013-08-13,0.005784902013514337
2013-08-14,0.0024601435610152045
2013-08-15,-0.008395891652092535
2013-08-16,-0.006073374820776967
2013-08-19,-0.016800379417149625
2013-08-20,-0.001905721212609457
2013-08-21,-0.01882758844860888
2013-08-22,0.011024898280236117
2013-08-23,0.008522075836292498
2013-08-26,-0.009205985742983036
2013-08-27,-0.025751539371591692
2013-08-28,0.0010695255008108528
2013-08-29,0.004693053795548963
2013-08-30,-4.887461974008023e-4
2013-09-02,0.0018344962676957177
2013-09-03,0.004995218598044637
2013-09-04,0.010757170209227729
2013-09-05,0.00481212666501496
2013-09-06,0.010479505717912785
2013-09-09,0.02014506929844706
2013-09-10,0.012431185802291855
2013-09-11,0.002383193599440503
2013-09-12,-0.009361927875242149
2013-09-13,0.004036737628323017
2013-09-16,0.01193249824960363
2013-09-17,3.0169345643038525e-5
2013-09-18,0.032171062799995154
2013-09-19,-0.0017627669210142916
2013-09-20,-0.016379920069303666
2013-09-23,-1.5296661866193162e-4
2013-09-24,-0.004554382671687729
2013-09-25,-0.0032299968028768333
2013-09-26,0.002641470925736078
2013-09-27,-0.008872070284214773
2013-09-30,-0.008103582711098234
2013-10-01,0.013962691796165272
2013-10-02,0.0019530129559526266
2013-10-03,-0.006799593377447177
2013-10-04,0.007338138227721114
2013-10-07,-0.00642568741588756
2013-10-08,-0.010432630072263804
2013-10-09,0.006105115104974246
2013-10-10,0.020562405507220216
2013-10-11,0.005510192140490311
2013-10-14,0.0064719965149526715
2013-10-15,-0.006873896192118978
2013-10-16,0.008169625345829434
2013-10-17,0.007871429737571045
2013-10-18,0.005183570353513689
2013-10-21,-4.391539364416719e-4
2013-10-22,0.008853025584368401
2013-10-23,-0.014954494766841742
2013-10-24,0.0029546715688184566
2013-10-25,0.0020752317534722398
