date,ARGT,EUSA,EWA,EWC,EWG,EWI,EWJ,EWQ,EWU,EWW,EWY,EWZ,EZA,GXC,IDX,KSA,PIN
2000-01-03,NA,NA,0.0229895182246973,0.04554633360831195,0.04879016416943171,0.02812494324904246,0.02755340241790183,0.06253192737270341,0.04105053983035711,0.09295678682366226,NA,NA,NA,NA,NA,NA,NA
2000-01-04,NA,NA,0,-0.01127125269962592,-0.0198026272961842,0.01835679414128277,0.02377240119414425,0.00728112049813889,0,-0.01492119596297802,NA,NA,NA,NA,NA,NA,NA
2000-01-05,NA,NA,0.0055970295367187,0.00374298627883407,-0.00508508821159736,0.01570157443672837,0.04590097389171088,0.0046260683887791,0.00286123228103107,-0.00708385488840201,NA,NA,NA,NA,NA,NA,NA
2000-01-06,NA,NA,0.00562853268309804,-0.0155041865359653,-0.05207332562834921,-0.02617287430402193,-0.02088321091642342,-0.0191356776564664,0.00911495876568402,-0.02898753687324973,NA,NA,NA,NA,NA,NA,NA
2000-01-07,NA,NA,-0.03421508044451404,-0.0338810386447772,0.00222469502211453,0,-0.01652930195121094,-0.01392832605284954,-0.0119761910467151,-0.04906223599807902,NA,NA,NA,NA,NA,NA,NA
2000-01-10,NA,NA,-0.00543972329581898,0.00357568914944828,0.00222965532726604,0.00794816984917323,0.00789997525315744,0.00449607351617809,0.01487194596596985,0.02758034718217894,NA,NA,NA,NA,NA,NA,NA
2000-01-11,NA,NA,0.01640875466639224,0.0186808686430413,0.00260756340708256,-0.02078212782926103,0.00862932669805349,0.00943225253667146,-0.00578314864808948,0.00729725382394041,NA,NA,NA,NA,NA,NA,NA
2000-01-12,NA,NA,-0.00549955556603687,0,-0.01186517442297274,-0.01023131495090767,-0.01652930195121094,-0.00680017731906668,-0.00335812260889722,-0.03487760100611936,NA,NA,NA,NA,NA,NA,NA
2000-01-13,NA,NA,-0.02794233165659565,-0.0186808686430413,-0.02043121051203078,-0.02015384618898119,-0.00848846102407652,-0.02123380206260883,-0.01190206861352694,-0.01351006768595031,NA,NA,NA,NA,NA,NA,NA
2000-01-14,NA,NA,0,0.0071899650662397,0.01601781607361774,0.03285633208443217,0.00848846102407652,0.02462811043183288,0.02637410122206152,0.00376445725544094,NA,NA,NA,NA,NA,NA,NA
2000-01-18,NA,NA,0.02247285585205927,-0.01492119596297492,0.01144135012703717,-0.00534650666963321,0.00789997525315744,0.00340586894984262,9.7228981894081e-4,0.0168436473295559,NA,NA,NA,NA,NA,NA,NA
2000-01-19,NA,NA,-0.00543972329581898,0,-0.01620064887808503,-0.01263517930396451,0.00862932669805349,-0.00943225253667146,0.01816000826221531,0.04196419909903248,NA,NA,NA,NA,NA,NA,NA
2000-01-20,NA,NA,0.01090919910035537,0.00415554174728693,0.03040649525206706,0.00243309122464063,0.00400802139753953,0.01895432029331756,-0.00592594326754492,0,NA,NA,NA,NA,NA,NA,NA
2000-01-21,NA,NA,0.02874560463997766,0.00716420974677989,0.0190047529115378,0.01307742380441379,0.00402415029972447,0.01232206580200134,0.01538110203830056,0.03607139176165175,NA,NA,NA,NA,NA,NA,NA
2000-01-24,NA,NA,-0.00562853268309804,0.02671682889799731,0.00461539280840161,0.00494846370609858,-0.01202419296680235,-0.00502416515777737,0.00300450902029769,0,NA,NA,NA,NA,NA,NA,NA
2000-01-25,NA,NA,-0.0055970295367187,-0.04864363328778642,-0.0072979006442253,0,-0.01253728068167259,-0.01187981014933248,0,-0.01470182316821144,NA,NA,NA,NA,NA,NA,NA
2000-01-26,NA,NA,0,0,-0.0117939354509664,-0.01028180968146097,0.00789997525315744,-0.00494015825153759,-0.01245966779105334,-0.00349650705872761,NA,NA,NA,NA,NA,NA,NA
2000-01-27,NA,NA,0.03502487683592892,0.0183382837924575,0.04091655269724148,0.03667077552001174,0.00862932669805349,0.05373032242096398,0.03785463329245697,0.03733767043763825,NA,NA,NA,NA,NA,NA,NA
2000-01-28,NA,NA,-0.02379931461611217,0.00358852059733161,0.00751437192172455,0.00766940273946037,-0.02501776297528746,-0.0123237496888291,-0.0030816665374127,0.01889724018136895,NA,NA,NA,NA,NA,NA,NA
2000-01-31,NA,NA,0.00660691407573965,-0.00358852059733161,-0.01223136179986372,-0.00766940273946037,0,-0.02227089507566848,0,-0.00368550785717447,NA,NA,NA,NA,NA,NA,NA
2000-02-01,NA,NA,-0.0178324762955564,-0.03692186156616994,-0.03127064288781955,-0.03667077552001174,-0.00777205984770246,-0.02367426335947797,-0.00664454271866432,-0.02661984163815178,NA,NA,NA,NA,NA,NA,NA
2000-02-02,NA,NA,0.0055970295367187,0.00750797635987643,-0.04205270780548265,-0.04480749520593896,-0.01600034134644179,-0.06182257213384501,0.00357234368169523,-0.05460124990062365,NA,NA,NA,NA,NA,NA,NA
2000-02-03,NA,NA,0.01793346787347616,-0.04588740451147011,-0.00906953432518475,0.0098290549523039,-0.01574835696813981,-0.01093678214858107,0.03221057684874173,-0.02456851659506442,NA,NA,NA,NA,NA,NA,NA
2000-02-04,NA,NA,0,0.01731403206741433,0.02523447117854038,0.00713722300152896,0.01574835696813981,0.01769957709939884,0.01008233534151248,-0.02344070259129393,NA,NA,NA,NA,NA,NA,NA
2000-02-07,NA,NA,-0.01230493519037811,0,-0.03422248782448411,-0.04131530696411989,0.01600034134644179,-0.03094480384942066,-0.04586525587194945,-0.01709443335930149,NA,NA,NA,NA,NA,NA,NA
2000-02-08,NA,NA,-0.00562853268309804,-0.01064734070922579,-0.02439576528120701,0.00728112049813756,0,0.00242676492819216,-0.00609448305876458,0.01709443335930149,NA,NA,NA,NA,NA,NA,NA
2000-02-09,NA,NA,0.00562853268309804,0.01743086022087237,0.00877044737812537,-0.01185255703071641,0,0.01750744997262643,0.01582069231484162,-0.02658317086799933,NA,NA,NA,NA,NA,NA,NA
2000-02-10,NA,NA,0.01803560989936392,0.00397840820280803,0.01777508583957088,-0.00265705223696821,0.00777205984770246,-0.00458150581123373,0.02922963831493641,0.01960327675858497,NA,NA,NA,NA,NA,NA,NA
2000-02-11,NA,NA,0.00576370471674825,-0.00737591996472408,-0.01777508583957088,-0.02803397938167062,-0.01612418035588758,-0.00210748233956303,0.01709443335930194,-0.00320513094894669,NA,NA,NA,NA,NA,NA,NA
2000-02-14,NA,NA,0.00676657970887517,-0.01068326157367316,0.02678253279657427,0.02123380206260483,0.03251261663312155,0.02450841902872946,-0.00376445725544538,0,NA,NA,NA,NA,NA,NA,NA
2000-02-15,NA,NA,0,-0.00668898815079721,-0.01793448356644411,0,0.00463730542851514,0.01120966357335184,-0.01650290314443303,-0.01008233534151692,NA,NA,NA,NA,NA,NA,NA
2000-02-16,NA,NA,-0.02395898024924769,-0.01379332213233608,-0.01095998243327667,-0.00263207521760477,-0.00859509423593296,-0.02265061782923982,-0.00631581046812179,0.01008233534151692,NA,NA,NA,NA,NA,NA,NA
2000-02-17,NA,NA,0.04157196001752417,0.00329308749846957,0.02456076474260227,0.01437241078820639,0.01659513690301084,0.02702380264145931,0.00948873750869827,0.04082199452024682,NA,NA,NA,NA,NA,NA,NA
