"","date","ARGT","EIDO","EWA","EWC","EWI","EWJ","EWQ","EWU","EWW","EWY","EWZ","EXS1","EXSA","EZA","FXI","INDA","KSA","SPY","TUR"
"1",2013-01-02,0.0423848994715934,0.0114868043609722,0.0137690695144448,0.0163305742388533,0.014109564198701,0.0244026645809927,0.00552806304838249,0.0149351692278819,0.0187079032740183,0.0252878458863415,0.0180385330289328,0.0215370851443843,0.0244340220801651,0.00177918157074997,0.0340297949122594,0.0184354434814384,NA,0.0253729388243062,0.0157250144369518
"2",2013-01-03,0.00333936668474921,0.00232494087850155,-0.00476029460630034,-0.00862142204894578,-0.0111868847087475,-0.00926619421657326,-0.0152251087312494,-0.00890165972726908,-0.00183611896480596,-0.0172444639856675,0.00631539680371951,-0.00256009242371125,0.00103394791398426,-0.0138999115385601,-0.00628599476018232,-0.00412784374976471,NA,-0.00219347877421949,-0.00081458182010774
"3",2013-01-04,-0.00226543194592654,0.00321782831577266,0.0044121719574064,0.00559004886019521,0.0134560162547808,-0.00377591989638715,0.00638528426606033,0.0072297603966236,0.00722918734775835,-0.00406869685050992,-0.00242481410721007,0.00312811288771986,0.0037820222339553,0.00647504017702483,0.000784507383254418,-0.00494241843784948,NA,0.00406276079296219,-0.00179708950434687
"4",2013-01-07,0.00678698035370351,-0.00712499069599959,-0.00303793512365047,-0.00215386139360785,-0.00901432996828033,-0.00927269653052099,-0.00257238765099554,-0.00211309813679739,-0.00207544879613142,-0.0083910901847748,-0.00561969711307064,-0.00640890892655754,-0.00412655276912322,-0.00350671750255183,-0.00795835963107727,-0.0135274298171564,NA,-0.0025916949091096,0.00824227196713156
"5",2013-01-08,-0.00894208164280963,-0.00369267886225799,-0.00685438654168369,-0.000677765276196229,0.00233343733783409,-0.0133383893012344,-0.00128591827028623,-0.00455772610066951,-0.00288805478305054,-0.00652158048421558,-0.0134941558697617,-0.00458256565942072,-0.00103430438630348,-0.00921798863859635,-0.0179035907845595,0.002635271640274,NA,-0.00286193820133906,-0.00200918687973628
"6",2013-01-09,0.016681919045777,-0.00750754565573075,0.00633926901541004,0.00283162666980408,0.0160388128256153,0.0133383893012344,-0.00349633296903296,0.00172379758931074,0.0113067935292097,0,0.00605395936132469,0.00329584019773677,0.00653259930336691,-0.000577374521372853,0.0107363089274219,0.0030516256622235,NA,0.00245124371119321,0.0134997503243404
"7",2013-01-10,0.00995530157384827,-0.0153352072653048,0.0114766797048165,0.00870003264923191,0.0294094158098912,0.00822276591476756,0.0136447438354188,0.0103856216584775,0.0101447980821359,0.0120989015828115,0.00952404788430972,-0.00157491621070349,-0.00137174214794022,-0.004984738121387,0.0126822534838658,0.00531803895479754,NA,0.00819830971943691,0.00306982404742762
"8",2013-01-11,-0.00672115768184511,-0.00651363104562153,-0.00877969797803413,0.000623659468444338,0.00616181681895434,0.00293820581359183,0.00640832220521492,-0.000475605095521026,-0.00135887557952685,-0.00570696633385204,-0.0100601235657498,0.00157491621070349,-0.00137362640947725,-0.0177624107839733,-0.010388649848879,-0.00641894095869144,NA,-8.14883023991797e-05,0.00202830192324699
"9",2013-01-14,-0.00111465786481491,0.0158578532842708,0.00280164270937888,0.00233946778641592,-0.00766018996001172,0.00608395366803149,0.00500645815484901,-0.00226019808366162,0.00502535049158315,-0.00127883180405375,0.00481902751237451,0.00128672546168396,-0.00447736180731484,0.00116157672839279,0.00532832146472284,0.0149695840523263,NA,-0.000733693691353565,0.0127714570629398
"10",2013-01-15,-0.00542408673562722,0.00990363332448663,-0.000801352915085207,0.00212853129892743,0.00490349438421545,-0.00309585111483424,-0.00579982004010482,0.00119127676541009,-0.00311654856370236,-0.00699759057330329,-0.00316490674941372,-0.00702562213070212,0.000690131061365395,-0.0202557187655872,-0.000729360133283397,0.00524498559103925,NA,0.000733693691353565,0.004669848249367
